time,G(i),H_sun,T2m,WS10m,Int
20200412:1709,121.26,12.41,25.02,8.62,0.0
20200412:1809,0.0,0.0,23.9,7.79,0.0
20200412:1909,0.0,0.0,22.13,7.31,0.0
20200412:2009,0.0,0.0,21.21,7.31,0.0
20200412:2109,0.0,0.0,20.42,7.45,0.0
20200412:2209,0.0,0.0,19.67,7.45,0.0
20200412:2309,0.0,0.0,18.99,7.17,0.0
20200413:0009,0.0,0.0,18.31,6.62,0.0
20200413:0109,0.0,0.0,17.54,6.07,0.0
20200413:0209,0.0,0.0,16.69,5.66,0.0
20200413:0309,0.0,0.0,15.77,5.59,0.0
20200413:0409,0.0,0.0,14.92,5.86,0.0
20200413:0509,0.0,0.0,14.34,6.21,0.0
20200413:0609,98.78,9.75,14.05,6.48,0.0
20200413:0709,265.74,22.39,15.51,6.9,0.0
20200413:0809,599.84,34.91,17.44,7.31,0.0
20200413:0909,808.48,46.92,19.9,6.97,0.0
20200413:1009,1005.28,57.63,22.34,5.93,0.0
20200413:1109,1080.29,65.08,24.7,5.03,0.0
20200413:1209,1113.82,65.95,26.85,4.48,0.0
20200413:1309,722.01,59.66,28.89,4.34,0.0
20200413:1409,521.63,49.45,30.55,4.41,0.0
20200413:1509,675.96,37.63,32.19,6.21,0.0
20200413:1609,378.71,25.18,32.96,8.97,0.0
20200413:1709,98.07,12.54,31.97,9.59,0.0
20200413:1809,0.0,0.0,30.28,7.66,0.0
20200413:1909,0.0,0.0,28.64,6.28,0.0
20200413:2009,0.0,0.0,27.0,5.45,0.0
20200413:2109,0.0,0.0,25.42,5.59,0.0
20200413:2209,0.0,0.0,24.1,5.79,0.0
20200413:2309,0.0,0.0,22.86,5.79,0.0
20200414:0009,0.0,0.0,21.72,5.79,0.0
20200414:0109,0.0,0.0,20.79,6.0,0.0
20200414:0209,0.0,0.0,20.19,6.62,0.0
20200414:0309,0.0,0.0,19.73,7.24,0.0
20200414:0409,0.0,0.0,19.1,7.03,0.0
20200414:0509,0.0,0.0,18.19,6.34,0.0
20200414:0609,92.45,10.0,17.56,5.59,0.0
20200414:0709,332.37,22.64,18.09,4.48,0.0
20200414:0809,576.59,35.17,21.02,4.0,0.0
20200414:0909,828.95,47.2,23.91,3.59,0.0
20200414:1009,983.68,57.95,26.3,4.21,0.0
20200414:1109,1081.41,65.45,28.28,5.66,0.0
20200414:1209,1101.16,66.29,29.6,7.1,0.0
20200414:1309,1031.17,59.91,30.31,7.79,0.0
20200414:1409,867.91,49.63,30.62,8.28,0.0
20200414:1509,646.05,37.78,30.69,8.21,0.0
20200414:1609,387.22,25.31,30.72,8.14,0.0
20200414:1709,114.22,12.67,30.37,8.14,0.0
20200414:1809,0.0,0.0,29.28,6.83,0.0
20200414:1909,0.0,0.0,28.27,7.17,0.0
20200414:2009,0.0,0.0,27.17,7.24,0.0
20200414:2109,0.0,0.0,26.14,7.52,0.0
20200414:2209,0.0,0.0,25.17,8.07,0.0
20200414:2309,0.0,0.0,24.45,8.62,0.0
20200415:0009,0.0,0.0,23.81,8.48,0.0
20200415:0109,0.0,0.0,23.28,8.0,0.0
20200415:0209,0.0,0.0,22.9,7.59,0.0
20200415:0309,0.0,0.0,22.38,7.24,0.0
20200415:0409,0.0,0.0,21.95,6.97,0.0
20200415:0509,0.0,0.0,21.67,6.55,0.0
20200415:0609,36.89,10.24,21.47,6.0,0.0
20200415:0709,85.14,22.88,22.55,5.31,0.0
20200415:0809,210.67,35.42,23.85,5.93,0.0
20200415:0909,284.13,47.47,25.21,5.66,0.0
20200415:1009,160.82,58.26,26.24,5.17,0.0
20200415:1109,196.76,65.81,26.64,5.66,0.0
20200415:1209,1007.83,66.63,26.99,6.34,0.0
20200415:1309,618.15,60.16,27.09,6.48,0.0
20200415:1409,469.94,49.81,28.06,6.48,0.0
20200415:1509,203.67,37.93,28.55,6.41,0.0
20200415:1609,54.87,25.45,28.59,6.41,0.0
20200415:1709,114.21,12.81,28.24,6.34,0.0
20200415:1809,0.0,0.0,27.32,5.1,0.0
20200415:1909,0.0,0.0,24.59,7.1,0.0
20200415:2009,0.0,0.0,23.61,5.93,0.0
20200415:2109,0.0,0.0,23.1,5.52,0.0
20200415:2209,0.0,0.0,22.53,5.31,0.0
20200415:2309,0.0,0.0,21.34,4.83,0.0
20200416:0009,0.0,0.0,20.29,4.55,0.0
20200416:0109,0.0,0.0,19.29,4.28,0.0
20200416:0209,0.0,0.0,18.37,3.86,0.0
20200416:0309,0.0,0.0,17.51,3.45,0.0
20200416:0409,0.0,0.0,16.76,3.31,0.0
20200416:0509,0.0,0.0,16.09,3.38,0.0
20200416:0609,61.88,10.48,16.0,3.38,0.0
20200416:0709,302.95,23.12,18.72,3.38,0.0
20200416:0809,554.4,35.66,22.06,3.59,0.0
20200416:0909,790.74,47.74,24.76,3.38,0.0
20200416:1009,960.38,58.57,26.72,2.9,0.0
20200416:1109,1104.67,66.16,28.14,2.41,0.0
20200416:1209,945.94,66.96,29.03,2.62,0.0
20200416:1309,603.6,60.4,29.68,2.9,0.0
20200416:1409,269.19,49.99,29.99,3.03,0.0
20200416:1509,387.19,38.07,30.08,3.17,0.0
20200416:1609,375.77,25.58,30.23,3.24,0.0
20200416:1709,124.19,12.94,29.99,3.03,0.0
20200416:1809,0.0,0.0,29.46,2.9,0.0
20200416:1909,0.0,0.0,28.88,4.07,0.0
20200416:2009,0.0,0.0,27.62,4.55,0.0
20200416:2109,0.0,0.0,26.32,4.83,0.0
20200416:2209,0.0,0.0,25.33,4.9,0.0
20200416:2309,0.0,0.0,24.35,4.62,0.0
20200417:0009,0.0,0.0,23.52,4.21,0.0
20200417:0109,0.0,0.0,22.46,3.86,0.0
20200417:0209,0.0,0.0,21.57,3.66,0.0
20200417:0309,0.0,0.0,20.75,3.45,0.0
20200417:0409,0.0,0.0,19.96,3.17,0.0
20200417:0509,0.0,0.0,19.25,3.17,0.0
20200417:0609,100.09,10.71,19.05,3.1,0.0
20200417:0709,243.97,23.35,21.59,2.69,0.0
20200417:0809,246.63,35.91,25.16,3.52,0.0
20200417:0909,817.48,48.01,27.38,4.76,0.0
20200417:1009,931.14,58.88,28.86,5.79,0.0
20200417:1109,1064.77,66.52,29.91,6.41,0.0
20200417:1209,1100.62,67.29,30.64,6.62,0.0
20200417:1309,695.83,60.64,31.1,6.69,0.0
20200417:1409,650.98,50.17,31.32,6.62,0.0
20200417:1509,590.22,38.21,31.25,6.55,0.0
20200417:1609,344.09,25.71,30.87,6.41,0.0
20200417:1709,85.24,13.07,30.21,6.14,0.0
20200417:1809,0.0,0.0,29.37,5.38,0.0
20200417:1909,0.0,0.0,28.46,3.66,0.0
20200417:2009,0.0,0.0,27.55,3.38,0.0
20200417:2109,0.0,0.0,26.6,3.31,0.0
20200417:2209,0.0,0.0,25.73,3.59,0.0
20200417:2309,0.0,0.0,24.9,4.14,0.0
20200418:0009,0.0,0.0,23.79,4.41,0.0
20200418:0109,0.0,0.0,22.81,4.14,0.0
20200418:0209,0.0,0.0,21.94,3.72,0.0
20200418:0309,0.0,0.0,21.21,3.31,0.0
20200418:0409,0.0,0.0,20.49,3.17,0.0
20200418:0509,0.0,0.0,19.88,3.1,0.0
20200418:0609,93.03,10.95,19.6,2.9,0.0
20200418:0709,307.67,23.58,21.79,3.38,0.0
20200418:0809,492.41,36.14,24.32,4.41,0.0
20200418:0909,615.3,48.27,26.72,5.1,0.0
20200418:1009,967.57,59.18,28.63,5.59,0.0
20200418:1109,793.65,66.87,29.97,5.31,0.0
20200418:1209,378.99,67.62,30.86,5.03,0.0
20200418:1309,883.5,60.88,31.57,4.48,0.0
20200418:1409,669.76,50.34,31.83,3.66,0.0
20200418:1509,121.09,38.36,31.63,2.55,0.0
20200418:1609,145.76,25.84,31.27,1.52,0.0
20200418:1709,66.9,13.2,31.02,1.79,0.0
20200418:1809,0.0,0.0,30.63,2.34,0.0
20200418:1909,0.0,0.0,28.72,4.83,0.0
20200418:2009,0.0,0.0,27.56,5.72,0.0
20200418:2109,0.0,0.0,26.23,6.55,0.0
20200418:2209,0.0,0.0,24.84,6.62,0.0
20200418:2309,0.0,0.0,23.77,5.93,0.0
20200419:0009,0.0,0.0,22.59,6.14,0.0
20200419:0109,0.0,0.0,21.42,7.1,0.0
20200419:0209,0.0,0.0,20.71,8.34,0.0
20200419:0309,0.0,0.0,20.13,8.34,0.0
20200419:0409,0.0,0.0,20.09,7.79,0.0
20200419:0509,0.0,0.0,19.75,8.0,0.0
20200419:0609,25.54,11.18,19.54,7.66,0.0
20200419:0709,178.67,23.81,19.53,8.97,0.0
20200419:0809,105.0,36.38,20.02,9.17,0.0
20200419:0909,175.95,48.53,19.9,7.93,0.0
20200419:1009,734.88,59.47,19.71,6.76,0.0
20200419:1109,845.55,67.22,19.89,5.66,0.0
20200419:1209,965.98,67.94,20.77,5.38,0.0
20200419:1309,375.1,61.11,21.72,6.34,0.0
20200419:1409,111.63,50.51,21.3,7.45,0.0
20200419:1509,128.65,38.5,21.02,9.17,0.0
20200419:1609,70.95,25.97,19.97,9.59,0.0
20200419:1709,107.56,13.33,18.66,7.93,0.0
20200419:1809,0.0,0.0,18.23,7.17,0.0
20200419:1909,0.0,0.0,17.19,6.07,0.0
20200419:2009,0.0,0.0,16.51,7.31,0.0
20200419:2109,0.0,0.0,15.95,7.59,0.0
20200419:2209,0.0,0.0,15.64,8.14,0.0
20200419:2309,0.0,0.0,15.81,7.72,0.0
20200420:0009,0.0,0.0,15.71,9.03,0.0
20200420:0109,0.0,0.0,15.11,9.24,0.0
20200420:0209,0.0,0.0,14.66,8.97,0.0
20200420:0309,0.0,0.0,14.29,8.97,0.0
20200420:0409,0.0,0.0,14.03,8.97,0.0
20200420:0509,0.0,0.0,13.71,8.76,0.0
20200420:0609,112.23,11.4,13.73,8.55,0.0
20200420:0709,363.98,24.03,14.82,8.34,0.0
20200420:0809,613.31,36.61,16.12,9.66,0.0
20200420:0909,845.06,48.78,17.5,10.14,0.0
20200420:1009,1005.33,59.77,18.84,9.86,0.0
20200420:1109,1106.66,67.56,19.97,9.31,0.0
20200420:1209,1096.55,68.26,20.99,8.62,0.0
20200420:1309,1039.13,61.34,21.67,8.21,0.0
20200420:1409,813.56,50.68,22.13,8.28,0.0
20200420:1509,605.83,38.64,22.19,8.28,0.0
20200420:1609,294.86,26.1,21.95,8.0,0.0
20200420:1709,125.11,13.46,21.33,7.24,0.0
20200420:1809,0.0,0.0,19.86,5.93,0.0
20200420:1909,0.0,0.0,17.9,5.59,0.0
20200420:2009,0.0,0.0,16.78,6.0,0.0
20200420:2109,0.0,0.0,15.96,6.34,0.0
20200420:2209,0.0,0.0,15.23,6.28,0.0
20200420:2309,0.0,0.0,14.53,5.93,0.0
20200421:0009,0.0,0.0,13.77,5.31,0.0
20200421:0109,0.0,0.0,12.98,4.76,0.0
20200421:0209,0.0,0.0,12.18,4.62,0.0
20200421:0309,0.0,0.0,11.53,4.69,0.0
20200421:0409,0.0,0.0,11.13,4.83,0.0
20200421:0509,0.0,0.0,10.94,4.76,0.0
20200421:0609,112.82,11.63,11.28,4.21,0.0
20200421:0709,360.53,24.25,13.43,2.76,0.0
20200421:0809,599.0,36.84,16.43,2.14,0.0
20200421:0909,836.82,49.02,19.09,2.9,0.0
20200421:1009,995.68,60.05,21.18,4.55,0.0
20200421:1109,1072.11,67.9,22.51,6.21,0.0
20200421:1209,822.03,68.58,23.4,7.59,0.0
20200421:1309,887.54,61.57,23.93,8.34,0.0
20200421:1409,616.35,50.85,24.47,8.9,0.0
20200421:1509,547.23,38.77,24.64,9.17,0.0
20200421:1609,402.6,26.22,24.5,8.97,0.0
20200421:1709,132.79,13.59,23.32,6.48,0.0
20200421:1809,0.0,0.0,20.17,5.79,0.0
20200421:1909,0.0,0.0,15.8,9.52,0.0
20200421:2009,0.0,0.0,14.42,8.55,0.0
20200421:2109,0.0,0.0,13.78,7.93,0.0
20200421:2209,0.0,0.0,13.28,6.41,0.0
20200421:2309,0.0,0.0,13.09,4.41,0.0
20200422:0009,0.0,0.0,12.65,2.83,0.0
20200422:0109,0.0,0.0,12.48,2.34,0.0
20200422:0209,0.0,0.0,11.93,2.83,0.0
20200422:0309,0.0,0.0,11.35,3.72,0.0
20200422:0409,0.0,0.0,10.8,4.55,0.0
20200422:0509,0.0,0.0,10.35,5.38,0.0
20200422:0609,116.87,11.84,10.59,5.79,0.0
20200422:0709,360.0,24.47,12.84,4.69,0.0
20200422:0809,593.85,37.06,15.11,5.66,0.0
20200422:0909,828.79,49.27,16.35,5.79,0.0
20200422:1009,990.26,60.34,17.37,4.69,0.0
20200422:1109,1089.19,68.23,18.35,3.72,0.0
20200422:1209,1123.9,68.89,19.32,3.79,0.0
20200422:1309,1028.22,61.79,20.24,4.28,0.0
20200422:1409,878.61,51.01,20.93,4.83,0.0
20200422:1509,651.13,38.91,21.34,5.24,0.0
20200422:1609,392.14,26.35,21.46,5.38,0.0
20200422:1709,134.42,13.72,21.34,5.24,0.0
20200422:1809,0.0,0.0,20.56,3.86,0.0
20200422:1909,0.0,0.0,18.93,3.38,0.0
20200422:2009,0.0,0.0,17.56,3.52,0.0
20200422:2109,0.0,0.0,16.36,4.07,0.0
20200422:2209,0.0,0.0,15.42,4.55,0.0
20200422:2309,0.0,0.0,14.56,4.62,0.0
20200423:0009,0.0,0.0,13.8,4.9,0.0
20200423:0109,0.0,0.0,13.11,5.24,0.0
20200423:0209,0.0,0.0,12.44,5.45,0.0
20200423:0309,0.0,0.0,11.8,5.66,0.0
20200423:0409,0.0,0.0,11.22,5.79,0.0
20200423:0509,0.0,0.0,10.65,5.66,0.0
20200423:0609,117.86,12.06,10.7,5.45,0.0
20200423:0709,363.93,24.68,12.92,5.38,0.0
20200423:0809,611.04,37.28,15.25,5.38,0.0
20200423:0909,849.48,49.5,17.07,5.1,0.0
20200423:1009,1008.37,60.62,18.59,4.55,0.0
20200423:1109,1097.68,68.56,19.98,4.0,0.0
20200423:1209,1129.86,69.2,21.07,3.38,0.0
20200423:1309,1036.44,62.01,21.89,2.69,0.0
20200423:1409,880.5,51.18,22.52,2.41,0.0
20200423:1509,658.89,39.05,22.96,2.69,0.0
20200423:1609,400.62,26.48,23.08,2.76,0.0
20200423:1709,137.3,13.84,22.86,2.55,0.0
20200423:1809,0.0,0.0,22.32,2.28,0.0
20200423:1909,0.0,0.0,21.49,2.21,0.0
20200423:2009,0.0,0.0,20.23,2.62,0.0
20200423:2109,0.0,0.0,18.93,2.9,0.0
20200423:2209,0.0,0.0,17.69,2.97,0.0
20200423:2309,0.0,0.0,16.54,2.97,0.0
20200424:0009,0.0,0.0,15.36,2.83,0.0
20200424:0109,0.0,0.0,14.16,2.55,0.0
20200424:0209,0.0,0.0,13.12,2.41,0.0
20200424:0309,0.0,0.0,12.33,2.34,0.0
20200424:0409,0.0,0.0,12.19,2.07,0.0
20200424:0509,0.0,0.0,13.32,1.52,0.0
20200424:0609,119.83,12.27,14.32,1.17,0.0
20200424:0709,366.19,24.89,14.26,1.52,0.0
20200424:0809,610.52,37.49,18.08,2.62,0.0
20200424:0909,817.95,49.73,20.53,3.72,0.0
20200424:1009,991.58,60.89,22.49,4.07,0.0
20200424:1109,1090.19,68.89,24.02,3.72,0.0
20200424:1209,1124.38,69.51,25.21,3.1,0.0
20200424:1309,1028.99,62.23,26.2,2.76,0.0
20200424:1409,864.14,51.34,26.92,2.69,0.0
20200424:1509,633.98,39.18,27.33,3.1,0.0
20200424:1609,386.39,26.6,27.45,3.72,0.0
20200424:1709,98.68,13.97,27.13,4.28,0.0
20200424:1809,0.0,0.0,26.39,4.48,0.0
20200424:1909,0.0,0.0,25.23,4.41,0.0
20200424:2009,0.0,0.0,24.38,4.76,0.0
20200424:2109,0.0,0.0,23.48,5.1,0.0
20200424:2209,0.0,0.0,22.69,5.24,0.0
20200424:2309,0.0,0.0,21.83,4.97,0.0
20200425:0009,0.0,0.0,21.13,4.28,0.0
20200425:0109,0.0,0.0,20.36,3.72,0.0
20200425:0209,0.0,0.0,19.58,3.59,0.0
20200425:0309,0.0,0.0,18.98,3.66,0.0
20200425:0409,0.0,0.0,18.32,3.59,0.0
20200425:0509,0.0,0.0,17.96,3.1,0.0
20200425:0609,38.79,12.48,17.5,3.31,0.0
20200425:0709,294.83,25.09,18.83,2.69,0.0
20200425:0809,542.53,37.7,20.61,4.97,0.0
20200425:0909,394.95,49.96,23.11,6.55,0.0
20200425:1009,1011.12,61.16,25.27,8.69,0.0
20200425:1109,700.7,69.21,26.11,9.72,0.0
20200425:1209,950.34,69.81,26.66,8.48,0.0
20200425:1309,1006.87,62.45,27.3,6.76,0.0
20200425:1409,845.66,51.49,27.8,5.31,0.0
20200425:1509,605.77,39.31,28.52,4.69,0.0
20200425:1609,346.39,26.73,27.26,4.62,0.0
20200425:1709,139.39,14.1,26.28,2.97,0.0
20200425:1809,0.0,0.0,25.52,3.59,0.0
20200425:1909,0.0,0.0,25.13,0.76,0.0
20200425:2009,0.0,0.0,23.72,4.07,0.0
20200425:2109,0.0,0.0,21.73,6.48,0.0
20200425:2209,0.0,0.0,19.98,7.66,0.0
20200425:2309,0.0,0.0,18.74,8.55,0.0
20200426:0009,0.0,0.0,17.83,9.24,0.0
20200426:0109,0.0,0.0,17.01,8.97,0.0
20200426:0209,0.0,0.0,16.13,8.83,0.0
20200426:0309,0.0,0.0,15.23,8.69,0.0
20200426:0409,0.0,0.0,14.37,8.55,0.0
20200426:0509,0.0,0.0,13.62,8.41,0.0
20200426:0609,121.31,12.68,13.59,8.0,0.0
20200426:0709,368.67,25.29,15.39,8.28,0.0
20200426:0809,607.57,37.9,17.59,8.41,0.0
20200426:0909,838.68,50.18,19.88,8.14,0.0
20200426:1009,1010.24,61.42,21.73,7.24,0.0
20200426:1109,1107.6,69.53,23.09,5.79,0.0
20200426:1209,1113.41,70.11,24.17,4.62,0.0
20200426:1309,1033.62,62.66,25.09,4.21,0.0
20200426:1409,869.95,51.65,25.83,4.48,0.0
20200426:1509,647.45,39.44,26.22,4.83,0.0
20200426:1609,388.54,26.85,26.26,4.9,0.0
20200426:1709,137.09,14.23,25.93,4.76,0.0
20200426:1809,0.0,0.0,25.23,4.28,0.0
20200426:1909,0.0,0.0,24.13,3.31,0.0
20200426:2009,0.0,0.0,23.04,3.03,0.0
20200426:2109,0.0,0.0,21.85,3.03,0.0
20200426:2209,0.0,0.0,20.58,3.1,0.0
20200426:2309,0.0,0.0,19.36,3.31,0.0
20200427:0009,0.0,0.0,18.28,3.31,0.0
20200427:0109,0.0,0.0,17.3,2.97,0.0
20200427:0209,0.0,0.0,16.28,2.69,0.0
20200427:0309,0.0,0.0,15.38,2.9,0.0
20200427:0409,0.0,0.0,14.63,3.1,0.0
20200427:0509,0.0,0.0,13.98,3.17,0.0
20200427:0609,121.89,12.88,14.07,2.9,0.0
20200427:0709,358.07,25.48,17.31,2.83,0.0
20200427:0809,590.24,38.1,20.16,3.17,0.0
20200427:0909,801.76,50.4,22.43,3.66,0.0
20200427:1009,970.14,61.67,24.46,4.07,0.0
20200427:1109,1071.26,69.85,26.13,4.28,0.0
20200427:1209,1093.59,70.4,27.49,4.48,0.0
20200427:1309,999.71,62.86,28.54,4.55,0.0
20200427:1409,838.92,51.8,29.22,4.48,0.0
20200427:1509,621.27,39.57,29.62,4.55,0.0
20200427:1609,378.37,26.97,29.72,4.83,0.0
20200427:1709,134.07,14.36,29.5,5.17,0.0
20200427:1809,0.0,0.0,28.86,5.1,0.0
20200427:1909,0.0,0.0,27.4,3.93,0.0
20200427:2009,0.0,0.0,26.21,3.79,0.0
20200427:2109,0.0,0.0,25.04,4.07,0.0
20200427:2209,0.0,0.0,24.0,4.41,0.0
20200427:2309,0.0,0.0,23.05,4.62,0.0
20200428:0009,0.0,0.0,22.1,4.41,0.0
20200428:0109,0.0,0.0,21.15,4.07,0.0
20200428:0209,0.0,0.0,20.31,3.93,0.0
20200428:0309,0.0,0.0,19.57,3.86,0.0
20200428:0409,0.0,0.0,18.9,3.66,0.0
20200428:0509,0.0,0.0,18.39,3.52,0.0
20200428:0609,90.84,13.08,18.57,3.66,0.0
20200428:0709,253.68,25.67,20.41,3.86,0.0
20200428:0809,440.26,38.29,22.77,5.24,0.0
20200428:0909,808.41,50.61,25.16,6.62,0.0
20200428:1009,982.88,61.92,27.34,7.72,0.0
20200428:1109,1090.03,70.16,29.16,8.0,0.0
20200428:1209,1110.07,70.69,30.57,7.38,0.0
20200428:1309,1011.15,63.07,31.74,6.62,0.0
20200428:1409,840.28,51.95,32.64,5.79,0.0
20200428:1509,626.64,39.7,33.1,5.03,0.0
20200428:1609,384.13,27.1,33.26,4.48,0.0
20200428:1709,144.41,14.48,33.21,4.14,0.0
20200428:1809,0.0,0.0,32.49,2.97,0.0
20200428:1909,0.0,0.0,30.43,3.03,0.0
20200428:2009,0.0,0.0,28.81,3.31,0.0
20200428:2109,0.0,0.0,27.36,2.97,0.0
20200428:2209,0.0,0.0,25.47,2.0,0.0
20200428:2309,0.0,0.0,24.69,1.17,0.0
20200429:0009,0.0,0.0,22.27,2.55,0.0
20200429:0109,0.0,0.0,21.49,5.24,0.0
20200429:0209,0.0,0.0,20.4,8.21,0.0
20200429:0309,0.0,0.0,19.61,9.59,0.0
20200429:0409,0.0,0.0,18.75,9.03,0.0
20200429:0509,0.0,0.0,18.14,8.41,0.0
20200429:0609,124.25,13.27,18.25,8.28,0.0
20200429:0709,362.7,25.86,19.57,9.38,0.0
20200429:0809,598.92,38.48,21.35,10.69,0.0
20200429:0909,790.71,50.82,23.22,11.24,0.0
20200429:1009,988.03,62.17,24.87,11.1,0.0
20200429:1109,1093.91,70.46,26.25,10.21,0.0
20200429:1209,1097.53,70.98,27.41,9.17,0.0
20200429:1309,1018.98,63.27,28.32,8.14,0.0
20200429:1409,856.98,52.1,28.86,7.52,0.0
20200429:1509,624.83,39.83,29.06,7.03,0.0
20200429:1609,381.05,27.22,28.91,6.55,0.0
20200429:1709,136.49,14.61,28.45,6.14,0.0
20200429:1809,0.0,0.0,27.67,5.38,0.0
20200429:1909,0.0,0.0,26.28,3.31,0.0
20200429:2009,0.0,0.0,25.13,2.97,0.0
20200429:2109,0.0,0.0,23.97,2.83,0.0
20200429:2209,0.0,0.0,22.88,2.21,0.0
20200429:2309,0.0,0.0,21.74,2.41,0.0
20200430:0009,0.0,0.0,20.79,3.52,0.0
20200430:0109,0.0,0.0,19.98,4.48,0.0
20200430:0209,0.0,0.0,19.25,4.97,0.0
20200430:0309,0.0,0.0,18.42,4.9,0.0
20200430:0409,0.0,0.0,17.53,4.48,0.0
20200430:0509,0.0,0.0,16.65,4.07,0.0
20200430:0609,126.84,13.45,16.62,3.45,0.0
20200430:0709,363.09,26.04,18.86,3.86,0.0
20200430:0809,599.22,38.67,20.86,4.83,0.0
20200430:0909,815.43,51.02,22.67,4.9,0.0
20200430:1009,985.49,62.41,24.27,4.41,0.0
20200430:1109,1069.8,70.76,25.52,3.52,0.0
20200430:1209,1101.95,71.26,26.56,2.62,0.0
20200430:1309,1007.35,63.47,27.34,1.79,0.0
20200430:1409,845.81,52.25,27.9,1.03,0.0
20200430:1509,630.26,39.96,28.23,0.21,0.0
20200430:1609,385.43,27.34,28.4,0.21,0.0
20200430:1709,138.75,14.74,28.36,0.41,0.0
20200430:1809,6.34,2.38,28.15,0.83,0.0
20200430:1909,0.0,0.0,27.34,1.1,0.0
20200430:2009,0.0,0.0,26.43,1.93,0.0
20200430:2109,0.0,0.0,25.18,2.9,0.0
20200430:2209,0.0,0.0,24.02,3.66,0.0
20200430:2309,0.0,0.0,22.99,3.79,0.0
20200501:0009,0.0,0.0,22.0,3.59,0.0
20200501:0109,0.0,0.0,21.0,3.24,0.0
20200501:0209,0.0,0.0,19.87,2.83,0.0
20200501:0309,0.0,0.0,18.67,2.76,0.0
20200501:0409,0.0,0.0,17.59,2.83,0.0
20200501:0509,0.0,0.0,16.65,2.9,0.0
20200501:0609,127.34,13.63,16.67,2.69,0.0
20200501:0709,311.45,26.22,20.24,2.41,0.0
20200501:0809,611.41,38.85,23.84,3.1,0.0
20200501:0909,824.63,51.22,26.22,3.38,0.0
20200501:1009,976.67,62.64,28.15,3.31,0.0
20200501:1109,1088.26,71.05,29.38,2.97,0.0
20200501:1209,1100.9,71.54,30.41,2.97,0.0
20200501:1309,982.2,63.66,31.19,3.03,0.0
20200501:1409,837.25,52.4,31.73,3.1,0.0
20200501:1509,549.57,40.08,31.94,3.1,0.0
20200501:1609,337.02,27.46,31.82,2.97,0.0
20200501:1709,146.29,14.86,31.55,2.76,0.0
20200501:1809,5.43,2.52,31.09,2.34,0.0
20200501:1909,0.0,0.0,30.36,2.48,0.0
20200501:2009,0.0,0.0,29.02,3.17,0.0
20200501:2109,0.0,0.0,27.65,3.59,0.0
20200501:2209,0.0,0.0,26.24,3.59,0.0
20200501:2309,0.0,0.0,24.9,3.52,0.0
20200502:0009,0.0,0.0,23.75,4.0,0.0
20200502:0109,0.0,0.0,22.76,4.34,0.0
20200502:0209,0.0,0.0,21.84,4.28,0.0
20200502:0309,0.0,0.0,21.05,4.55,0.0
20200502:0409,0.0,0.0,20.39,5.17,0.0
20200502:0509,0.0,0.0,19.77,5.45,0.0
20200502:0609,129.06,13.81,20.0,5.59,0.0
20200502:0709,369.58,26.39,21.82,6.07,0.0
20200502:0809,608.73,39.02,24.28,6.76,0.0
20200502:0909,815.55,51.41,26.38,6.76,0.0
20200502:1009,980.13,62.87,28.1,6.28,0.0
20200502:1109,1069.3,71.34,29.48,5.45,0.0
20200502:1209,1072.85,71.82,30.54,4.48,0.0
20200502:1309,990.71,63.85,31.3,3.79,0.0
20200502:1409,835.77,52.54,31.82,3.45,0.0
20200502:1509,618.6,40.2,32.09,3.45,0.0
20200502:1609,387.33,27.58,32.05,3.45,0.0
20200502:1709,147.13,14.99,31.74,3.45,0.0
20200502:1809,8.15,2.65,31.04,3.24,0.0
20200502:1909,0.0,0.0,29.55,3.03,0.0
20200502:2009,0.0,0.0,28.28,3.03,0.0
20200502:2109,0.0,0.0,26.98,3.03,0.0
20200502:2209,0.0,0.0,25.74,2.97,0.0
20200502:2309,0.0,0.0,24.49,2.83,0.0
20200503:0009,0.0,0.0,23.09,2.41,0.0
20200503:0109,0.0,0.0,22.3,1.86,0.0
20200503:0209,0.0,0.0,23.92,1.17,0.0
20200503:0309,0.0,0.0,23.6,0.21,0.0
20200503:0409,0.0,0.0,19.38,2.21,0.0
20200503:0509,0.0,0.0,18.03,3.52,0.0
20200503:0609,130.22,13.99,17.97,3.24,0.0
20200503:0709,368.36,26.56,21.69,2.83,0.0
20200503:0809,602.61,39.19,25.84,3.03,0.0
20200503:0909,818.1,51.59,28.15,3.1,0.0
20200503:1009,972.56,63.09,29.65,2.55,0.0
20200503:1109,1049.23,71.63,30.68,1.79,0.0
20200503:1209,1075.21,72.09,31.51,1.52,0.0
20200503:1309,993.09,64.04,32.23,1.52,0.0
20200503:1409,838.22,52.68,32.72,1.45,0.0
20200503:1509,624.81,40.33,32.97,1.24,0.0
20200503:1609,387.47,27.7,33.01,1.1,0.0
20200503:1709,148.62,15.11,32.82,1.24,0.0
20200503:1809,9.05,2.79,32.39,1.59,0.0
20200503:1909,0.0,0.0,31.3,2.62,0.0
20200503:2009,0.0,0.0,29.93,3.24,0.0
20200503:2109,0.0,0.0,28.49,3.52,0.0
20200503:2209,0.0,0.0,27.04,3.52,0.0
20200503:2309,0.0,0.0,25.67,3.31,0.0
20200504:0009,0.0,0.0,24.29,2.9,0.0
20200504:0109,0.0,0.0,22.83,2.48,0.0
20200504:0209,0.0,0.0,21.64,1.86,0.0
20200504:0309,0.0,0.0,23.06,1.17,0.0
