time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20170605:1100,40.61,8.3,984.0,740.75,261.0,387.0,2.83,124.0,97499.0
20170605:1200,41.57,7.25,1001.0,730.69,274.0,395.25,1.17,151.0,97479.0
20170605:1300,42.25,6.4,963.0,734.66,259.0,399.85,0.55,219.0,97402.0
20170605:1400,42.74,5.95,862.0,719.62,237.0,401.25,0.83,327.0,97343.0
20170605:1500,43.21,5.85,707.0,681.9,208.0,400.25,2.0,355.0,97276.0
20170605:1600,43.48,6.1,503.0,575.89,182.0,398.85,3.59,1.0,97237.0
20170605:1700,43.32,6.6,261.0,316.31,148.0,396.85,5.17,1.0,97266.0
20170605:1800,42.57,7.3,61.0,62.08,52.0,395.85,6.83,359.0,97295.0
20170605:1900,40.29,9.4,0.0,0.0,0.0,397.45,8.9,2.0,97363.0
20170605:2000,38.75,11.4,0.0,0.0,0.0,393.45,8.28,10.0,97460.0
20170605:2100,37.35,13.75,0.0,0.0,0.0,387.6,7.79,17.0,97557.0
20170605:2200,36.0,16.25,0.0,0.0,0.0,383.2,7.66,22.0,97663.0
20170605:2300,34.79,18.75,0.0,0.0,0.0,381.4,7.66,29.0,97731.0
20170606:0000,33.73,21.05,0.0,0.0,0.0,378.6,7.52,36.0,97712.0
20170606:0100,32.77,22.85,0.0,0.0,0.0,376.65,7.72,39.0,97683.0
20170606:0200,31.95,23.85,0.0,0.0,0.0,374.8,8.21,41.0,97683.0
20170606:0300,31.19,23.5,0.0,0.0,0.0,372.4,8.69,46.0,97663.0
20170606:0400,30.55,21.5,0.0,0.0,0.0,369.2,8.97,50.0,97683.0
20170606:0500,30.0,18.95,0.0,0.0,0.0,364.8,8.97,54.0,97731.0
20170606:0600,29.96,16.2,151.0,327.48,81.0,361.8,8.76,56.0,97760.0
20170606:0700,31.23,12.95,370.0,550.1,137.0,359.4,7.24,60.0,97848.0
20170606:0800,33.23,10.65,589.0,680.97,169.0,359.8,8.28,59.0,97925.0
20170606:0900,35.18,9.9,781.0,757.47,190.0,361.6,8.62,59.0,97945.0
20170606:1000,36.8,9.0,923.0,789.78,210.0,363.4,8.28,59.0,98003.0
20170606:1100,38.09,7.0,1006.0,799.11,226.0,366.8,7.79,54.0,97935.0
20170606:1200,39.11,6.0,1029.0,804.91,228.0,369.2,7.31,50.0,97916.0
20170606:1300,39.88,5.65,996.0,824.07,206.0,372.8,7.03,47.0,97838.0
20170606:1400,40.46,5.6,882.0,776.66,207.0,377.4,6.83,47.0,97819.0
20170606:1500,40.72,5.8,727.0,749.38,178.0,381.0,6.62,47.0,97741.0
20170606:1600,40.68,6.1,515.0,623.15,167.0,382.8,6.48,45.0,97741.0
20170606:1700,40.29,6.5,295.0,476.97,124.0,383.2,6.55,43.0,97731.0
20170606:1800,39.52,6.9,66.0,81.96,54.0,381.6,6.48,41.0,97780.0
20170606:1900,37.75,7.85,0.0,0.0,0.0,379.6,5.66,37.0,97809.0
20170606:2000,36.2,8.65,0.0,0.0,0.0,375.8,5.45,37.0,97896.0
20170606:2100,34.81,9.5,0.0,0.0,0.0,372.4,5.52,38.0,97983.0
20170606:2200,33.49,10.45,0.0,0.0,0.0,368.8,5.45,41.0,98012.0
20170606:2300,32.23,11.55,0.0,0.0,0.0,365.0,5.52,43.0,98071.0
20170607:0000,31.01,12.85,0.0,0.0,0.0,361.2,5.66,45.0,98042.0
20170607:0100,29.91,14.35,0.0,0.0,0.0,356.65,5.93,50.0,98051.0
20170607:0200,28.93,15.85,0.0,0.0,0.0,352.8,6.0,56.0,98080.0
20170607:0300,28.04,17.25,0.0,0.0,0.0,348.8,6.0,65.0,98071.0
20170607:0400,27.23,18.6,0.0,0.0,0.0,345.6,5.86,74.0,98158.0
20170607:0500,26.4,20.1,0.0,0.0,0.0,342.0,5.66,83.0,98187.0
20170607:0600,26.18,20.85,154.0,346.04,80.0,339.2,5.66,91.0,98206.0
20170607:0700,28.14,19.2,368.0,538.34,140.0,342.4,6.07,99.0,98274.0
20170607:0800,30.51,16.65,592.0,694.05,164.0,347.4,7.52,104.0,98284.0
20170607:0900,32.94,14.05,781.0,757.59,190.0,354.0,8.0,105.0,98323.0
20170607:1000,34.93,11.6,923.0,789.84,210.0,361.6,8.28,103.0,98332.0
20170607:1100,36.38,10.1,1012.0,814.45,217.0,368.2,7.79,98.0,98294.0
20170607:1200,37.63,9.1,1029.0,804.76,228.0,373.4,7.24,93.0,98235.0
20170607:1300,38.66,8.35,996.0,823.75,206.0,378.0,6.76,87.0,98177.0
20170607:1400,39.45,7.75,882.0,777.28,206.0,381.6,6.41,80.0,98090.0
20170607:1500,39.92,7.35,724.0,736.27,184.0,383.2,6.21,75.0,97974.0
20170607:1600,40.09,7.15,502.0,564.8,186.0,383.8,6.07,72.0,97954.0
20170607:1700,39.84,7.2,285.0,416.95,135.0,382.6,5.79,72.0,97906.0
20170607:1800,39.27,7.5,66.0,74.41,55.0,381.8,5.31,74.0,97925.0
20170607:1900,37.84,8.7,0.0,0.0,0.0,384.8,4.0,70.0,97954.0
20170607:2000,36.22,9.8,0.0,0.0,0.0,379.2,4.41,69.0,98032.0
20170607:2100,34.85,10.8,0.0,0.0,0.0,373.4,5.38,73.0,98080.0
20170607:2200,33.8,11.6,0.0,0.0,0.0,371.6,6.34,78.0,98109.0
20170607:2300,32.85,12.2,0.0,0.0,0.0,374.6,6.62,82.0,98139.0
20170608:0000,31.95,12.85,0.0,0.0,0.0,378.4,6.62,84.0,98139.0
20170608:0100,30.9,13.75,0.0,0.0,0.0,370.65,6.76,84.0,98129.0
20170608:0200,29.98,15.0,0.0,0.0,0.0,371.2,6.97,83.0,98109.0
20170608:0300,29.06,16.75,0.0,0.0,0.0,366.0,6.83,84.0,98071.0
20170608:0400,28.18,18.7,0.0,0.0,0.0,361.4,6.62,86.0,98109.0
20170608:0500,27.37,20.55,0.0,0.0,0.0,357.6,6.62,89.0,98100.0
20170608:0600,27.09,21.65,141.0,257.16,86.0,351.0,6.83,89.0,98119.0
20170608:0700,28.91,19.8,387.0,644.72,114.0,349.4,6.9,86.0,98168.0
20170608:0800,31.13,17.7,585.0,668.27,173.0,353.4,7.93,88.0,98197.0
20170608:0900,33.27,15.65,780.0,757.73,189.0,359.8,8.34,90.0,98245.0
20170608:1000,34.87,13.35,923.0,789.93,210.0,367.8,7.86,85.0,98265.0
20170608:1100,36.32,11.45,1006.0,799.07,226.0,373.6,7.17,80.0,98245.0
20170608:1200,37.47,9.75,1023.0,789.56,237.0,378.4,6.69,72.0,98206.0
20170608:1300,38.44,8.4,991.0,808.85,215.0,379.8,6.62,64.0,98100.0
20170608:1400,39.13,7.4,873.0,748.04,222.0,379.8,6.69,58.0,98032.0
20170608:1500,39.54,6.65,725.0,735.47,185.0,378.2,6.83,56.0,97954.0
20170608:1600,39.65,6.1,520.0,635.13,164.0,375.4,6.97,55.0,97906.0
20170608:1700,39.38,5.75,300.0,487.58,124.0,371.2,6.97,55.0,97867.0
20170608:1800,38.79,5.6,74.0,107.24,58.0,366.2,6.55,55.0,97857.0
20170608:1900,37.24,5.75,0.0,0.0,0.0,361.8,4.97,52.0,97867.0
20170608:2000,35.49,6.4,0.0,0.0,0.0,358.0,4.9,47.0,97935.0
20170608:2100,34.05,7.15,0.0,0.0,0.0,354.6,5.38,47.0,97993.0
20170608:2200,32.89,8.1,0.0,0.0,0.0,352.4,6.0,53.0,98032.0
20170608:2300,31.86,9.3,0.0,0.0,0.0,350.6,6.28,60.0,98051.0
20170609:0000,30.82,10.8,0.0,0.0,0.0,349.4,6.48,67.0,98012.0
20170609:0100,29.84,12.5,0.0,0.0,0.0,347.05,6.55,71.0,97974.0
20170609:0200,28.88,14.4,0.0,0.0,0.0,344.6,6.55,73.0,97945.0
20170609:0300,27.95,16.3,0.0,0.0,0.0,342.4,6.28,72.0,97954.0
20170609:0400,26.99,18.05,0.0,0.0,0.0,340.2,5.86,70.0,97964.0
20170609:0500,26.08,19.45,0.0,0.0,0.0,337.4,5.59,68.0,98022.0
20170609:0600,25.79,19.85,157.0,374.11,77.0,335.2,5.31,66.0,98042.0
20170609:0700,27.83,17.7,373.0,569.33,132.0,339.0,5.03,69.0,98109.0
20170609:0800,30.54,14.9,595.0,705.79,160.0,344.0,5.79,69.0,98129.0
20170609:0900,33.31,12.5,780.0,756.63,190.0,351.4,6.28,74.0,98129.0
20170609:1000,35.86,9.85,927.0,804.43,201.0,361.0,6.48,77.0,98080.0
20170609:1100,38.02,7.65,1011.0,814.44,216.0,370.4,6.14,78.0,98051.0
20170609:1200,39.62,6.6,1029.0,804.5,228.0,379.4,6.34,73.0,97993.0
20170609:1300,40.79,6.55,991.0,808.55,215.0,384.4,7.66,66.0,97886.0
20170609:1400,41.49,6.0,888.0,792.33,198.0,386.0,8.41,61.0,97789.0
20170609:1500,41.74,5.45,733.0,764.61,171.0,385.8,8.62,56.0,97722.0
20170609:1600,41.65,5.05,527.0,660.72,156.0,383.0,8.9,51.0,97673.0
20170609:1700,41.21,4.95,289.0,428.0,134.0,379.0,9.03,48.0,97644.0
20170609:1800,40.35,5.15,72.0,93.0,58.0,374.0,8.34,45.0,97634.0
20170609:1900,38.75,5.9,0.0,0.0,0.0,372.2,6.76,38.0,97673.0
20170609:2000,37.14,6.6,0.0,0.0,0.0,366.8,6.97,37.0,97731.0
20170609:2100,35.84,7.3,0.0,0.0,0.0,362.6,7.17,39.0,97809.0
20170609:2200,34.63,8.05,0.0,0.0,0.0,358.4,7.24,43.0,97838.0
20170609:2300,33.47,9.0,0.0,0.0,0.0,355.2,7.17,48.0,97857.0
20170610:0000,32.35,10.05,0.0,0.0,0.0,352.2,7.17,53.0,97848.0
20170610:0100,31.32,11.2,0.0,0.0,0.0,348.65,7.17,56.0,97838.0
20170610:0200,30.32,12.3,0.0,0.0,0.0,344.8,7.1,57.0,97828.0
20170610:0300,29.3,13.35,0.0,0.0,0.0,340.2,6.83,57.0,97789.0
20170610:0400,28.3,14.3,0.0,0.0,0.0,335.4,6.62,57.0,97828.0
20170610:0500,27.39,15.1,0.0,0.0,0.0,331.2,6.48,57.0,97838.0
20170610:0600,27.13,15.35,154.0,350.89,79.0,328.4,6.34,57.0,97896.0
20170610:0700,28.99,13.35,369.0,548.32,137.0,331.8,6.41,56.0,97935.0
20170610:0800,31.69,11.4,588.0,680.08,169.0,337.6,7.24,60.0,97954.0
20170610:0900,34.64,9.8,775.0,742.72,196.0,347.8,7.66,62.0,97945.0
20170610:1000,37.31,8.55,912.0,760.23,226.0,362.0,8.0,60.0,97935.0
20170610:1100,39.38,8.1,1000.0,783.72,235.0,375.6,8.14,59.0,97867.0
20170610:1200,40.78,8.55,1018.0,774.25,247.0,387.0,7.66,57.0,97799.0
20170610:1300,41.72,8.45,991.0,808.26,215.0,396.45,6.9,55.0,97712.0
20170610:1400,42.36,7.5,874.0,748.22,222.0,400.45,6.55,49.0,97625.0
20170610:1500,42.72,6.8,730.0,750.22,178.0,401.45,6.76,45.0,97537.0
20170610:1600,42.78,6.45,516.0,611.57,172.0,398.85,7.03,42.0,97499.0
20170610:1700,42.53,6.25,295.0,454.16,130.0,396.65,7.31,40.0,97460.0
20170610:1800,41.83,6.1,70.0,85.62,57.0,392.65,7.1,34.0,97450.0
20170610:1900,40.1,6.0,0.0,0.0,0.0,386.8,6.69,26.0,97470.0
20170610:2000,38.59,6.0,0.0,0.0,0.0,383.4,7.79,32.0,97518.0
20170610:2100,37.42,6.05,0.0,0.0,0.0,375.4,9.17,42.0,97644.0
20170610:2200,36.37,6.55,0.0,0.0,0.0,373.0,9.45,48.0,97722.0
20170610:2300,35.35,7.2,0.0,0.0,0.0,370.2,8.97,50.0,97751.0
20170611:0000,34.35,7.95,0.0,0.0,0.0,367.4,8.48,50.0,97693.0
20170611:0100,33.36,8.6,0.0,0.0,0.0,367.45,8.14,52.0,97702.0
20170611:0200,32.43,9.2,0.0,0.0,0.0,366.8,7.66,54.0,97693.0
20170611:0300,31.53,9.95,0.0,0.0,0.0,365.2,7.31,55.0,97683.0
20170611:0400,30.65,10.85,0.0,0.0,0.0,365.6,6.9,54.0,97693.0
20170611:0500,29.9,11.75,0.0,0.0,0.0,369.8,6.41,53.0,97731.0
20170611:0600,29.67,12.3,130.0,191.96,89.0,369.6,6.14,54.0,97770.0
20170611:0700,31.39,11.05,359.0,498.97,148.0,376.2,5.59,53.0,97819.0
20170611:0800,33.71,10.15,424.0,206.23,297.0,381.2,6.07,53.0,97857.0
20170611:0900,35.65,9.55,728.0,597.96,262.0,401.05,5.66,49.0,97867.0
20170611:1000,36.91,9.4,906.0,744.85,234.0,419.85,4.97,47.0,97896.0
20170611:1100,38.79,8.55,983.0,739.7,261.0,422.85,3.93,40.0,97848.0
20170611:1200,39.9,7.9,887.0,476.94,412.0,421.65,3.1,15.0,97780.0
20170611:1300,40.28,7.85,698.0,220.74,486.0,428.45,2.83,352.0,97722.0
20170611:1400,40.74,7.5,637.0,232.81,434.0,418.85,2.69,333.0,97615.0
20170611:1500,41.38,7.1,699.0,643.55,225.0,417.05,2.76,323.0,97508.0
20170611:1600,41.63,6.9,428.0,312.37,252.0,409.45,2.62,324.0,97402.0
20170611:1700,41.54,6.9,319.0,587.21,105.0,431.45,2.69,336.0,97343.0
20170611:1800,41.23,7.0,62.0,45.73,55.0,409.45,3.1,354.0,97314.0
20170611:1900,39.94,7.85,0.0,0.0,0.0,400.25,5.38,31.0,97373.0
20170611:2000,38.36,9.2,0.0,0.0,0.0,391.4,6.97,32.0,97421.0
20170611:2100,37.22,10.6,0.0,0.0,0.0,386.8,8.0,33.0,97518.0
20170611:2200,36.41,11.35,0.0,0.0,0.0,386.0,7.72,30.0,97576.0
20170611:2300,35.48,11.85,0.0,0.0,0.0,380.0,7.03,29.0,97586.0
20170612:0000,34.49,12.3,0.0,0.0,0.0,381.6,6.76,34.0,97547.0
20170612:0100,33.31,12.45,0.0,0.0,0.0,377.25,6.41,43.0,97547.0
20170612:0200,32.27,12.25,0.0,0.0,0.0,373.2,5.93,53.0,97537.0
20170612:0300,31.44,12.45,0.0,0.0,0.0,369.4,5.66,60.0,97508.0
20170612:0400,30.77,13.2,0.0,0.0,0.0,368.4,5.72,65.0,97557.0
20170612:0500,30.1,14.35,0.0,0.0,0.0,362.8,5.72,70.0,97596.0
20170612:0600,30.02,15.15,25.0,0.0,25.0,360.2,5.93,74.0,97663.0
20170612:0700,30.41,15.05,253.0,137.25,195.0,369.8,5.52,22.0,97693.0
20170612:0800,32.98,13.35,360.0,103.98,296.0,376.4,6.34,26.0,97731.0
20170612:0900,35.36,11.75,477.0,115.53,387.0,390.4,6.69,29.0,97712.0
20170612:1000,37.4,10.7,779.0,437.91,384.0,399.45,6.48,28.0,97760.0
20170612:1100,39.21,9.8,689.0,195.69,498.0,404.05,6.34,26.0,97702.0
20170612:1200,40.37,9.0,898.0,498.97,401.0,406.45,6.83,24.0,97683.0
20170612:1300,40.89,8.85,850.0,470.47,398.0,407.25,7.38,21.0,97596.0
20170612:1400,41.34,8.55,787.0,518.07,335.0,404.65,7.66,20.0,97518.0
20170612:1500,41.54,8.2,557.0,280.76,350.0,405.65,7.72,21.0,97450.0
20170612:1600,41.37,8.05,386.0,209.08,268.0,410.25,7.66,22.0,97402.0
20170612:1700,40.94,7.85,0.0,0.0,0.0,400.85,7.17,22.0,97382.0
20170612:1800,40.25,8.45,49.0,12.96,47.0,394.25,6.69,14.0,97373.0
20170612:1900,38.55,10.2,0.0,0.0,0.0,401.85,5.24,360.0,97392.0
20170612:2000,37.19,11.05,0.0,0.0,0.0,393.0,4.9,350.0,97431.0
20170612:2100,36.01,11.8,0.0,0.0,0.0,387.45,5.1,356.0,97489.0
20170612:2200,35.32,12.35,0.0,0.0,0.0,396.45,6.07,22.0,97537.0
20170612:2300,34.68,13.45,0.0,0.0,0.0,394.45,6.41,55.0,97547.0
20170613:0000,33.39,15.45,0.0,0.0,0.0,382.6,4.48,66.0,97596.0
20170613:0100,31.83,17.5,0.0,0.0,0.0,380.25,3.52,54.0,97518.0
20170613:0200,30.59,19.1,0.0,0.0,0.0,377.0,4.28,42.0,97528.0
20170613:0300,30.13,19.85,0.0,0.0,0.0,373.0,5.17,53.0,97508.0
20170613:0400,29.94,20.75,0.0,0.0,0.0,370.0,6.21,68.0,97528.0
20170613:0500,29.46,22.2,0.0,0.0,0.0,367.6,6.76,73.0,97547.0
20170613:0600,29.39,22.8,155.0,366.05,77.0,368.0,6.76,72.0,97596.0
20170613:0700,30.49,21.65,0.0,0.0,0.0,366.6,5.24,71.0,97634.0
20170613:0800,32.78,19.0,596.0,718.5,154.0,372.4,6.83,71.0,97673.0
20170613:0900,34.92,16.6,795.0,814.14,161.0,380.8,7.52,70.0,97663.0
20170613:1000,36.87,14.55,936.0,833.89,184.0,389.8,7.59,70.0,97693.0
20170613:1100,38.37,13.05,0.0,0.0,0.0,399.05,7.1,68.0,97693.0
20170613:1200,39.22,12.35,1046.0,851.26,198.0,406.45,6.62,60.0,97683.0
20170613:1300,39.84,11.75,899.0,574.37,347.0,412.85,6.34,50.0,97625.0
20170613:1400,40.31,11.2,768.0,473.08,355.0,412.85,6.28,41.0,97596.0
20170613:1500,40.24,11.05,649.0,491.87,286.0,411.45,6.34,35.0,97528.0
20170613:1600,39.98,11.05,246.0,24.77,232.0,414.05,6.48,33.0,97489.0
20170613:1700,39.61,10.85,224.0,160.94,165.0,419.85,6.41,31.0,97440.0
20170613:1800,38.92,11.25,100.0,270.14,58.0,414.45,6.48,34.0,97450.0
20170613:1900,37.39,11.9,0.0,0.0,0.0,390.85,6.62,31.0,97460.0
20170613:2000,36.04,12.6,0.0,0.0,0.0,385.6,6.69,31.0,97557.0
20170613:2100,34.86,13.2,0.0,0.0,0.0,383.0,6.9,34.0,97625.0
20170613:2200,33.77,13.8,0.0,0.0,0.0,379.6,6.76,36.0,97731.0
20170613:2300,32.7,14.3,0.0,0.0,0.0,377.0,6.55,34.0,97770.0
20170614:0000,31.7,15.0,0.0,0.0,0.0,377.2,6.62,33.0,97731.0
20170614:0100,30.67,16.6,0.0,0.0,0.0,371.65,6.34,35.0,97693.0
20170614:0200,29.68,19.1,0.0,0.0,0.0,370.0,6.0,36.0,97693.0
20170614:0300,28.75,21.8,0.0,0.0,0.0,368.2,5.72,37.0,97663.0
20170614:0400,27.94,24.65,0.0,0.0,0.0,366.8,5.59,40.0,97693.0
20170614:0500,27.21,27.7,0.0,0.0,0.0,365.6,5.52,42.0,97722.0
20170614:0600,27.1,29.9,153.0,352.53,78.0,365.0,5.59,43.0,97760.0
20170614:0700,28.74,28.65,375.0,590.26,126.0,368.4,5.59,44.0,97819.0
20170614:0800,30.87,26.55,592.0,704.31,159.0,376.0,6.69,48.0,97848.0
20170614:0900,33.11,23.35,790.0,799.07,168.0,384.8,6.69,50.0,97819.0
20170614:1000,35.28,20.35,935.0,834.1,183.0,395.65,6.14,48.0,97886.0
20170614:1100,37.05,18.0,1032.0,876.13,177.0,406.25,5.45,45.0,97857.0
20170614:1200,38.25,16.45,1051.0,867.24,187.0,416.65,5.03,36.0,97799.0
20170614:1300,39.12,15.3,1003.0,839.45,196.0,426.85,5.03,32.0,97731.0
20170614:1400,39.6,14.6,886.0,777.33,207.0,425.05,4.9,31.0,97663.0
20170614:1500,39.57,14.45,530.0,230.13,360.0,441.85,4.76,26.0,97605.0
20170614:1600,39.6,14.25,60.0,0.0,60.0,434.85,4.55,25.0,97547.0
20170614:1700,39.32,14.3,141.0,16.32,135.0,418.25,3.38,29.0,97489.0
20170614:1800,38.76,14.5,66.0,57.47,57.0,413.65,1.38,54.0,97499.0
20170614:1900,38.11,14.2,0.0,0.0,0.0,415.25,4.62,51.0,97547.0
20170614:2000,37.09,15.45,0.0,0.0,0.0,430.65,5.38,68.0,97644.0
20170614:2100,35.8,17.3,0.0,0.0,0.0,409.05,3.72,74.0,97702.0
20170614:2200,34.49,19.4,0.0,0.0,0.0,401.25,1.66,64.0,97760.0
20170614:2300,33.45,21.75,0.0,0.0,0.0,416.25,1.17,338.0,97751.0
20170615:0000,32.33,22.0,0.0,0.0,0.0,410.65,2.41,318.0,97760.0
20170615:0100,31.29,22.95,0.0,0.0,0.0,398.45,3.17,332.0,97702.0
20170615:0200,30.47,23.6,0.0,0.0,0.0,397.45,3.59,354.0,97673.0
20170615:0300,29.66,24.3,0.0,0.0,0.0,383.2,3.86,16.0,97663.0
20170615:0400,29.05,25.0,0.0,0.0,0.0,383.8,3.93,31.0,97673.0
20170615:0500,28.31,26.35,0.0,0.0,0.0,377.8,4.0,37.0,97712.0
20170615:0600,27.99,27.5,134.0,226.03,86.0,373.8,3.79,34.0,97722.0
20170615:0700,29.04,26.55,333.0,389.17,169.0,371.6,2.48,49.0,97819.0
20170615:0800,31.98,22.35,553.0,558.3,210.0,378.6,2.83,54.0,97838.0
20170615:0900,34.38,19.4,751.0,673.48,227.0,388.0,2.41,56.0,97867.0
20170615:1000,36.14,17.25,910.0,758.88,226.0,399.85,1.31,51.0,97877.0
20170615:1100,37.57,15.5,1010.0,812.68,217.0,411.65,0.9,359.0,97857.0
20170615:1200,38.71,14.15,1046.0,851.1,198.0,417.85,1.52,339.0,97819.0
20170615:1300,39.53,13.2,987.0,793.44,224.0,422.85,1.79,342.0,97751.0
20170615:1400,40.05,12.55,862.0,705.96,245.0,424.85,1.66,346.0,97673.0
20170615:1500,40.29,12.25,678.0,572.09,255.0,428.85,1.38,350.0,97586.0
20170615:1600,40.3,12.0,455.0,379.18,240.0,423.05,1.31,358.0,97528.0
20170615:1700,40.0,11.55,238.0,195.33,166.0,420.85,1.59,341.0,97489.0
20170615:1800,39.54,12.2,60.0,31.71,55.0,418.25,2.07,313.0,97518.0
20170615:1900,39.32,11.95,0.0,0.0,0.0,405.85,3.1,15.0,97537.0
20170615:2000,38.3,12.95,0.0,0.0,0.0,401.45,3.31,10.0,97615.0
20170615:2100,37.04,14.3,0.0,0.0,0.0,398.65,3.86,14.0,97702.0
20170615:2200,35.82,15.6,0.0,0.0,0.0,397.65,4.34,20.0,97789.0
20170615:2300,34.98,16.6,0.0,0.0,0.0,403.85,5.17,29.0,97819.0
20170616:0000,34.0,18.8,0.0,0.0,0.0,402.45,6.28,46.0,97780.0
20170616:0100,32.89,21.45,0.0,0.0,0.0,394.65,5.86,53.0,97770.0
20170616:0200,31.87,23.15,0.0,0.0,0.0,386.2,5.1,60.0,97780.0
20170616:0300,31.0,24.05,0.0,0.0,0.0,380.0,4.83,77.0,97760.0
20170616:0400,30.31,25.3,0.0,0.0,0.0,377.8,4.69,93.0,97809.0
20170616:0500,29.76,26.95,0.0,0.0,0.0,378.6,4.9,101.0,97819.0
20170616:0600,29.79,27.85,125.0,174.6,88.0,373.8,5.24,106.0,97886.0
20170616:0700,30.73,29.45,304.0,282.7,185.0,385.8,4.28,94.0,97945.0
20170616:0800,33.01,26.05,527.0,474.02,236.0,387.4,4.69,92.0,97964.0
20170616:0900,35.24,22.7,742.0,646.81,239.0,400.65,4.41,92.0,97983.0
20170616:1000,37.19,19.55,894.0,715.82,249.0,407.25,3.72,87.0,97993.0
20170616:1100,38.66,17.2,993.0,767.67,244.0,418.25,3.45,75.0,97964.0
20170616:1200,39.88,14.8,1017.0,773.76,246.0,428.25,3.72,66.0,97906.0
20170616:1300,40.56,13.5,954.0,705.88,275.0,435.85,3.45,65.0,97848.0
20170616:1400,41.1,12.7,857.0,691.85,252.0,436.25,2.9,64.0,97751.0
20170616:1500,41.31,12.3,671.0,548.6,265.0,451.05,2.28,48.0,97722.0
20170616:1600,41.06,12.3,481.0,464.91,217.0,449.05,3.72,70.0,97654.0
20170616:1700,40.04,13.45,247.0,224.59,164.0,431.05,5.45,74.0,97605.0
20170616:1800,38.83,14.4,68.0,56.7,59.0,428.65,5.66,48.0,97625.0
20170616:1900,38.75,14.1,0.0,0.0,0.0,415.85,4.0,61.0,97673.0
20170616:2000,37.68,15.45,0.0,0.0,0.0,420.45,4.97,51.0,97789.0
20170616:2100,36.43,16.9,0.0,0.0,0.0,412.65,5.38,47.0,97838.0
20170616:2200,35.37,17.95,0.0,0.0,0.0,404.25,5.79,53.0,97857.0
20170616:2300,34.34,20.6,0.0,0.0,0.0,405.45,5.79,76.0,97916.0
20170617:0000,33.26,23.7,0.0,0.0,0.0,393.4,5.1,85.0,97896.0
20170617:0100,32.19,25.9,0.0,0.0,0.0,390.25,4.55,83.0,97867.0
20170617:0200,31.16,28.05,0.0,0.0,0.0,388.4,4.48,82.0,97877.0
20170617:0300,30.21,30.25,0.0,0.0,0.0,384.6,4.55,84.0,97857.0
20170617:0400,29.36,32.55,0.0,0.0,0.0,381.8,4.48,86.0,97886.0
20170617:0500,28.63,34.7,0.0,0.0,0.0,380.4,4.34,88.0,97906.0
20170617:0600,28.56,35.2,126.0,179.75,88.0,380.8,4.21,90.0,97935.0
20170617:0700,30.03,33.5,319.0,340.14,176.0,382.8,4.07,67.0,97974.0
20170617:0800,32.29,29.2,543.0,524.93,221.0,390.2,4.97,66.0,97993.0
20170617:0900,34.63,25.05,746.0,660.01,233.0,399.45,5.31,69.0,98012.0
20170617:1000,36.86,21.1,903.0,743.8,233.0,410.65,5.59,73.0,97974.0
20170617:1100,38.44,17.8,1009.0,812.87,216.0,420.25,5.93,74.0,97906.0
20170617:1200,39.31,16.5,1040.0,834.92,208.0,427.65,5.38,74.0,97906.0
20170617:1300,39.91,15.65,998.0,823.13,206.0,435.85,4.48,72.0,97819.0
20170617:1400,40.32,15.15,877.0,748.62,222.0,441.05,3.66,67.0,97722.0
20170617:1500,40.42,14.9,699.0,631.82,231.0,443.65,3.17,58.0,97634.0
20170617:1600,39.92,15.1,500.0,525.8,201.0,447.85,2.9,46.0,97576.0
20170617:1700,39.79,15.15,275.0,329.3,153.0,447.25,2.55,58.0,97537.0
20170617:1800,39.29,15.25,71.0,68.87,60.0,438.05,2.55,90.0,97537.0
20170617:1900,38.72,15.55,0.0,0.0,0.0,422.65,0.55,58.0,97547.0
20170617:2000,37.54,16.95,0.0,0.0,0.0,415.25,1.17,76.0,97615.0
20170617:2100,36.21,18.75,0.0,0.0,0.0,409.45,1.86,72.0,97693.0
20170617:2200,34.79,20.65,0.0,0.0,0.0,406.45,2.28,62.0,97770.0
20170617:2300,33.39,22.6,0.0,0.0,0.0,401.65,2.41,51.0,97770.0
20170618:0000,32.26,24.3,0.0,0.0,0.0,409.85,2.34,43.0,97751.0
20170618:0100,31.32,25.85,0.0,0.0,0.0,412.65,2.41,40.0,97673.0
20170618:0200,30.31,27.7,0.0,0.0,0.0,399.85,2.83,48.0,97654.0
20170618:0300,29.57,29.9,0.0,0.0,0.0,403.45,3.03,62.0,97644.0
20170618:0400,28.65,33.3,0.0,0.0,0.0,386.4,3.24,77.0,97683.0
20170618:0500,27.91,36.8,0.0,0.0,0.0,384.6,3.31,90.0,97673.0
20170618:0600,27.65,38.75,138.0,256.11,84.0,383.0,3.24,96.0,97722.0
20170618:0700,30.02,33.95,345.0,450.17,156.0,383.4,3.72,76.0,97789.0
20170618:0800,32.88,28.25,571.0,628.17,186.0,391.25,4.28,78.0,97809.0
20170618:0900,35.92,22.5,771.0,740.19,196.0,402.45,4.34,84.0,97809.0
20170618:1000,38.38,18.0,923.0,801.79,201.0,414.85,4.62,90.0,97780.0
20170618:1100,39.74,15.65,1025.0,859.11,187.0,432.05,4.0,83.0,97731.0
20170618:1200,40.4,14.85,1051.0,865.98,188.0,435.05,3.59,70.0,97702.0
20170618:1300,40.94,14.25,998.0,822.91,206.0,446.05,3.24,57.0,97625.0
20170618:1400,41.57,13.65,0.0,0.0,0.0,441.25,3.03,42.0,97576.0
