time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190409:1600,25.76,14.6,413.0,772.45,91.0,316.4,5.93,282.0,95191.0
20190409:1700,24.96,17.7,136.0,230.7,88.0,316.0,5.24,294.0,95172.0
20190409:1800,23.66,23.1,0.0,0.0,0.0,317.4,4.21,316.0,95201.0
20190409:1900,22.3,27.3,0.0,0.0,0.0,319.2,4.34,322.0,95266.0
20190409:2000,21.27,33.5,0.0,0.0,0.0,326.4,4.14,328.0,95361.0
20190409:2100,20.09,38.35,0.0,0.0,0.0,316.4,3.17,328.0,95398.0
20190409:2200,18.82,42.35,0.0,0.0,0.0,310.4,3.1,324.0,95342.0
20190409:2300,17.69,45.65,0.0,0.0,0.0,307.0,3.52,323.0,95417.0
20190410:0000,16.71,48.4,0.0,0.0,0.0,306.6,4.28,327.0,95332.0
20190410:0100,15.77,50.55,0.0,0.0,0.0,302.2,4.62,337.0,95332.0
20190410:0200,14.79,52.25,0.0,0.0,0.0,297.2,4.83,351.0,95332.0
20190410:0300,13.72,54.5,0.0,0.0,0.0,293.2,4.97,2.0,95313.0
20190410:0400,12.57,57.15,0.0,0.0,0.0,288.0,4.83,6.0,95370.0
20190410:0500,11.62,59.15,0.0,0.0,0.0,284.6,4.76,7.0,95389.0
20190410:0600,11.1,59.95,107.0,313.34,58.0,283.0,4.69,6.0,95436.0
20190410:0700,12.68,51.6,308.0,463.73,137.0,283.2,5.1,8.0,95521.0
20190410:0800,14.68,45.05,513.0,563.22,197.0,290.4,5.52,8.0,95521.0
20190410:0900,16.76,38.45,778.0,941.41,100.0,308.8,5.66,7.0,95539.0
20190410:1000,18.61,32.6,884.0,847.57,176.0,316.2,4.83,11.0,95511.0
20190410:1100,19.79,29.3,946.0,821.27,208.0,316.2,2.97,17.0,95408.0
20190410:1200,20.8,26.6,939.0,776.19,236.0,321.0,1.59,1.0,95351.0
20190410:1300,21.69,24.2,915.0,871.33,169.0,328.2,1.38,306.0,95266.0
20190410:1400,22.47,22.5,792.0,848.23,153.0,338.6,2.48,288.0,95210.0
20190410:1500,22.99,21.4,584.0,666.95,181.0,348.2,3.52,283.0,95125.0
20190410:1600,23.24,20.9,320.0,322.17,185.0,336.2,4.28,275.0,95097.0
20190410:1700,23.11,20.9,150.0,323.28,82.0,330.4,4.97,273.0,95078.0
20190410:1800,22.47,21.6,0.0,0.0,0.0,324.2,4.76,273.0,95078.0
20190410:1900,21.79,23.15,0.0,0.0,0.0,313.6,4.28,264.0,95135.0
20190410:2000,20.71,24.75,0.0,0.0,0.0,307.2,4.0,263.0,95182.0
20190410:2100,19.53,26.7,0.0,0.0,0.0,301.8,3.86,268.0,95238.0
20190410:2200,18.24,28.9,0.0,0.0,0.0,297.8,4.0,289.0,95219.0
20190410:2300,16.9,31.75,0.0,0.0,0.0,293.8,4.34,314.0,95257.0
20190411:0000,15.64,36.4,0.0,0.0,0.0,289.8,5.24,343.0,95248.0
20190411:0100,14.12,44.6,0.0,0.0,0.0,287.8,6.69,4.0,95248.0
20190411:0200,12.54,53.3,0.0,0.0,0.0,282.6,6.28,8.0,95295.0
20190411:0300,11.47,58.45,0.0,0.0,0.0,278.4,5.52,4.0,95304.0
20190411:0400,10.82,60.55,0.0,0.0,0.0,278.4,5.24,355.0,95342.0
20190411:0500,10.3,60.75,0.0,0.0,0.0,273.8,5.17,348.0,95398.0
20190411:0600,10.03,58.25,120.0,404.34,55.0,270.4,5.1,343.0,95426.0
20190411:0700,11.74,45.6,362.0,737.53,87.0,282.2,5.72,348.0,95530.0
20190411:0800,13.48,37.3,597.0,885.16,97.0,284.8,6.48,351.0,95492.0
20190411:0900,15.37,31.35,650.0,472.58,308.0,284.4,6.21,356.0,95521.0
20190411:1000,16.89,27.0,787.0,533.11,340.0,296.0,5.79,358.0,95558.0
20190411:1100,18.29,23.25,931.0,736.6,267.0,296.2,5.03,357.0,95521.0
20190411:1200,19.4,20.1,967.0,814.74,227.0,294.2,4.41,351.0,95417.0
20190411:1300,20.25,17.95,839.0,613.86,312.0,293.8,4.21,341.0,95398.0
20190411:1400,20.84,16.85,816.0,890.76,143.0,293.4,4.41,331.0,95323.0
20190411:1500,21.13,16.75,627.0,806.43,138.0,292.0,4.83,326.0,95266.0
20190411:1600,21.11,17.05,399.0,652.89,124.0,292.2,4.76,322.0,95248.0
20190411:1700,20.89,17.25,171.0,470.31,71.0,292.6,4.34,315.0,95248.0
20190411:1800,20.41,17.7,0.0,0.0,0.0,289.8,3.66,308.0,95238.0
20190411:1900,19.4,19.4,0.0,0.0,0.0,286.8,2.9,330.0,95313.0
20190411:2000,18.1,23.1,0.0,0.0,0.0,287.2,4.07,356.0,95389.0
20190411:2100,16.61,28.2,0.0,0.0,0.0,285.4,5.1,360.0,95530.0
20190411:2200,15.46,31.95,0.0,0.0,0.0,284.2,5.03,354.0,95586.0
20190411:2300,14.44,34.8,0.0,0.0,0.0,281.4,4.9,355.0,95633.0
20190412:0000,13.28,37.95,0.0,0.0,0.0,278.2,4.69,4.0,95605.0
20190412:0100,12.05,42.15,0.0,0.0,0.0,274.2,4.07,7.0,95577.0
20190412:0200,10.9,46.9,0.0,0.0,0.0,270.0,3.66,4.0,95549.0
20190412:0300,9.86,52.15,0.0,0.0,0.0,266.0,3.66,1.0,95530.0
20190412:0400,8.97,57.75,0.0,0.0,0.0,262.4,3.66,358.0,95577.0
20190412:0500,8.19,63.2,0.0,0.0,0.0,259.6,3.66,355.0,95624.0
20190412:0600,7.79,66.55,127.0,448.27,53.0,257.0,3.45,349.0,95690.0
20190412:0700,10.42,56.0,363.0,713.67,94.0,262.6,3.52,356.0,95746.0
20190412:0800,13.18,44.9,590.0,821.28,123.0,267.6,3.86,5.0,95746.0
20190412:0900,15.09,34.6,779.0,867.83,148.0,274.8,3.66,16.0,95756.0
20190412:1000,16.41,28.6,938.0,963.68,127.0,283.8,2.69,12.0,95765.0
20190412:1100,17.61,24.1,1003.0,933.41,159.0,289.6,2.21,348.0,95690.0
20190412:1200,18.77,20.6,0.0,0.0,0.0,293.6,2.41,325.0,95624.0
20190412:1300,19.77,18.1,958.0,953.77,137.0,296.8,2.83,319.0,95568.0
20190412:1400,20.43,16.35,846.0,993.81,93.0,296.6,3.1,319.0,95492.0
20190412:1500,20.86,15.05,625.0,782.27,149.0,302.0,3.38,319.0,95436.0
20190412:1600,20.73,14.8,424.0,788.95,90.0,307.2,3.72,318.0,95445.0
20190412:1700,20.5,14.9,123.0,134.95,94.0,302.6,4.0,318.0,95426.0
20190412:1800,19.92,15.75,0.0,0.0,0.0,304.0,3.93,316.0,95464.0
20190412:1900,19.01,16.6,0.0,0.0,0.0,295.0,2.76,313.0,95502.0
20190412:2000,18.16,18.05,0.0,0.0,0.0,287.8,1.93,308.0,95577.0
20190412:2100,16.93,21.2,0.0,0.0,0.0,288.2,1.24,280.0,95633.0
20190412:2200,15.92,22.75,0.0,0.0,0.0,289.0,1.17,246.0,95652.0
20190412:2300,15.33,23.3,0.0,0.0,0.0,281.8,1.17,249.0,95662.0
20190413:0000,15.19,23.2,0.0,0.0,0.0,277.4,1.1,280.0,95605.0
20190413:0100,13.48,26.35,0.0,0.0,0.0,274.6,1.59,305.0,95558.0
20190413:0200,11.27,30.75,0.0,0.0,0.0,271.8,3.17,336.0,95483.0
20190413:0300,10.48,35.0,0.0,0.0,0.0,268.4,4.48,353.0,95492.0
20190413:0400,9.64,43.1,0.0,0.0,0.0,266.0,4.9,4.0,95549.0
20190413:0500,9.05,50.45,0.0,0.0,0.0,264.4,4.62,9.0,95605.0
20190413:0600,8.89,54.4,128.0,419.24,57.0,265.2,4.34,9.0,95680.0
20190413:0700,11.32,46.65,350.0,609.03,118.0,266.0,3.93,11.0,95765.0
20190413:0800,14.46,38.15,571.0,726.87,155.0,271.6,4.28,24.0,95793.0
20190413:0900,16.77,31.3,765.0,813.19,171.0,280.4,4.21,40.0,95840.0
20190413:1000,18.22,27.15,911.0,871.43,175.0,288.4,3.45,47.0,95840.0
20190413:1100,19.21,24.55,989.0,892.03,180.0,295.8,2.14,42.0,95812.0
20190413:1200,20.01,22.1,1002.0,911.07,170.0,301.4,1.31,347.0,95718.0
20190413:1300,20.87,19.9,954.0,945.5,138.0,311.4,2.34,313.0,95709.0
20190413:1400,21.67,17.75,694.0,501.44,313.0,305.2,3.45,310.0,95624.0
20190413:1500,22.0,15.85,554.0,517.56,238.0,300.2,4.48,314.0,95568.0
20190413:1600,21.94,14.55,400.0,639.29,128.0,300.4,5.52,321.0,95577.0
20190413:1700,21.32,14.2,178.0,497.35,70.0,289.2,5.66,327.0,95568.0
20190413:1800,20.77,13.95,0.0,0.0,0.0,287.0,4.21,330.0,95605.0
20190413:1900,19.42,16.15,0.0,0.0,0.0,287.0,2.14,3.0,95633.0
20190413:2000,18.63,17.25,0.0,0.0,0.0,281.8,1.45,84.0,95699.0
20190413:2100,17.12,20.5,0.0,0.0,0.0,283.0,1.31,142.0,95756.0
20190413:2200,15.85,21.7,0.0,0.0,0.0,281.0,1.66,222.0,95793.0
20190413:2300,14.59,22.9,0.0,0.0,0.0,278.4,2.69,260.0,95822.0
20190414:0000,13.15,25.3,0.0,0.0,0.0,276.6,2.97,294.0,95793.0
20190414:0100,11.91,28.05,0.0,0.0,0.0,273.6,3.45,324.0,95784.0
20190414:0200,11.16,31.05,0.0,0.0,0.0,270.0,4.0,344.0,95793.0
20190414:0300,10.63,34.3,0.0,0.0,0.0,268.2,4.07,354.0,95793.0
20190414:0400,10.0,37.6,0.0,0.0,0.0,266.0,3.86,359.0,95831.0
20190414:0500,9.29,40.95,0.0,0.0,0.0,264.2,3.66,1.0,95859.0
20190414:0600,8.96,43.3,135.0,449.37,57.0,262.8,3.38,1.0,95906.0
20190414:0700,11.8,38.4,359.0,626.17,118.0,266.0,3.45,2.0,95972.0
20190414:0800,15.6,30.6,579.0,729.24,159.0,271.8,3.59,12.0,96047.0
20190414:0900,17.96,25.5,774.0,812.26,178.0,280.6,3.03,32.0,96047.0
20190414:1000,19.22,22.7,920.0,869.57,183.0,289.0,1.79,34.0,96047.0
20190414:1100,20.12,20.15,1009.0,924.61,168.0,295.2,0.62,353.0,96019.0
20190414:1200,21.2,17.8,1012.0,908.69,180.0,299.6,1.1,279.0,95972.0
20190414:1300,22.31,15.65,937.0,858.73,194.0,301.6,1.93,270.0,95925.0
20190414:1400,23.19,13.9,827.0,887.27,151.0,302.8,2.55,270.0,95840.0
20190414:1500,23.77,12.65,634.0,790.06,150.0,301.8,3.1,275.0,95756.0
20190414:1600,24.01,11.85,408.0,657.18,127.0,300.6,3.45,277.0,95728.0
20190414:1700,23.88,11.6,182.0,501.36,72.0,297.6,3.79,280.0,95718.0
20190414:1800,23.33,11.85,0.0,0.0,0.0,295.0,3.72,280.0,95737.0
20190414:1900,22.2,13.1,0.0,0.0,0.0,291.8,2.62,269.0,95784.0
20190414:2000,20.96,14.35,0.0,0.0,0.0,290.4,2.69,261.0,95831.0
20190414:2100,19.46,16.0,0.0,0.0,0.0,288.6,3.03,252.0,95878.0
20190414:2200,18.1,17.6,0.0,0.0,0.0,287.0,3.38,243.0,95878.0
20190414:2300,17.02,19.0,0.0,0.0,0.0,285.0,3.79,239.0,95887.0
20190415:0000,16.22,20.1,0.0,0.0,0.0,283.2,4.14,242.0,95859.0
20190415:0100,15.61,20.9,0.0,0.0,0.0,282.4,4.55,245.0,95784.0
20190415:0200,15.09,21.5,0.0,0.0,0.0,281.8,4.76,247.0,95775.0
20190415:0300,14.55,22.0,0.0,0.0,0.0,281.2,5.03,249.0,95728.0
20190415:0400,14.06,22.4,0.0,0.0,0.0,280.4,5.31,252.0,95746.0
20190415:0500,13.65,22.6,0.0,0.0,0.0,279.6,5.66,254.0,95765.0
20190415:0600,13.72,21.95,138.0,455.71,57.0,279.0,5.79,256.0,95793.0
20190415:0700,15.98,18.8,365.0,666.21,106.0,282.0,5.93,257.0,95840.0
20190415:0800,19.17,14.45,584.0,764.44,141.0,288.2,7.1,258.0,95822.0
20190415:0900,22.1,12.0,767.0,807.35,172.0,295.8,8.07,258.0,95793.0
20190415:1000,24.46,10.95,921.0,898.35,157.0,304.0,8.9,259.0,95746.0
20190415:1100,26.4,10.15,994.0,902.24,171.0,311.8,9.24,260.0,95680.0
20190415:1200,27.98,9.7,1017.0,956.48,139.0,318.8,8.76,263.0,95605.0
20190415:1300,29.16,9.4,968.0,990.33,109.0,325.0,8.0,265.0,95521.0
20190415:1400,29.94,9.1,813.0,865.26,152.0,329.2,7.38,265.0,95455.0
20190415:1500,30.39,8.95,630.0,797.22,140.0,331.4,6.9,264.0,95342.0
20190415:1600,30.52,8.95,401.0,635.37,128.0,331.8,6.41,263.0,95361.0
20190415:1700,30.3,9.2,173.0,424.11,79.0,330.6,5.79,261.0,95332.0
20190415:1800,29.12,10.0,0.0,0.0,0.0,328.2,4.21,246.0,95351.0
20190415:1900,27.0,11.6,0.0,0.0,0.0,325.2,4.0,227.0,95389.0
20190415:2000,25.41,12.6,0.0,0.0,0.0,322.4,4.62,225.0,95436.0
20190415:2100,24.17,13.3,0.0,0.0,0.0,319.6,5.17,228.0,95502.0
20190415:2200,23.11,13.8,0.0,0.0,0.0,317.0,5.66,234.0,95502.0
20190415:2300,22.21,14.25,0.0,0.0,0.0,314.8,5.86,240.0,95502.0
20190416:0000,21.4,14.75,0.0,0.0,0.0,315.4,6.07,251.0,95492.0
20190416:0100,20.7,15.25,0.0,0.0,0.0,316.25,6.14,262.0,95473.0
20190416:0200,19.91,15.85,0.0,0.0,0.0,312.0,6.14,269.0,95455.0
20190416:0300,19.26,16.4,0.0,0.0,0.0,311.2,6.21,274.0,95473.0
20190416:0400,18.82,16.8,0.0,0.0,0.0,312.8,6.28,278.0,95455.0
20190416:0500,18.39,17.2,0.0,0.0,0.0,309.2,6.21,281.0,95511.0
20190416:0600,18.26,17.3,128.0,318.93,70.0,304.6,5.72,284.0,95530.0
20190416:0700,19.13,20.05,329.0,445.76,154.0,306.8,4.14,334.0,95615.0
20190416:0800,21.46,17.25,565.0,660.36,180.0,307.8,4.34,3.0,95652.0
20190416:0900,23.61,14.5,770.0,797.14,180.0,312.2,4.41,34.0,95671.0
20190416:1000,25.53,12.75,919.0,870.76,176.0,319.0,4.41,56.0,95709.0
20190416:1100,27.15,11.8,995.0,891.0,180.0,325.4,4.21,70.0,95671.0
20190416:1200,28.48,11.2,1029.0,979.09,128.0,331.0,4.0,79.0,95596.0
20190416:1300,29.44,10.9,959.0,944.22,138.0,335.0,3.66,92.0,95558.0
20190416:1400,30.1,10.65,814.0,855.15,159.0,338.2,3.31,109.0,95492.0
20190416:1500,30.55,10.35,631.0,788.14,145.0,338.4,3.24,130.0,95426.0
20190416:1600,30.74,10.05,403.0,627.68,132.0,337.6,3.38,145.0,95436.0
20190416:1700,30.65,9.75,172.0,397.54,83.0,334.6,3.52,154.0,95408.0
20190416:1800,29.88,10.05,0.0,0.0,0.0,330.6,3.1,141.0,95408.0
20190416:1900,27.54,13.0,0.0,0.0,0.0,326.0,3.45,123.0,95426.0
20190416:2000,25.95,14.75,0.0,0.0,0.0,322.6,3.66,116.0,95464.0
20190416:2100,24.4,17.05,0.0,0.0,0.0,318.6,3.59,114.0,95530.0
20190416:2200,22.81,19.7,0.0,0.0,0.0,314.6,3.24,114.0,95549.0
20190416:2300,21.27,22.7,0.0,0.0,0.0,311.4,2.9,108.0,95596.0
20190417:0000,19.74,26.15,0.0,0.0,0.0,308.8,2.48,102.0,95549.0
20190417:0100,18.23,30.1,0.0,0.0,0.0,306.8,2.28,95.0,95558.0
20190417:0200,16.82,34.15,0.0,0.0,0.0,302.8,2.07,90.0,95511.0
20190417:0300,16.33,35.95,0.0,0.0,0.0,300.2,1.72,87.0,95483.0
20190417:0400,17.37,33.6,0.0,0.0,0.0,298.8,1.24,80.0,95521.0
20190417:0500,17.49,33.4,0.0,0.0,0.0,297.0,0.97,64.0,95539.0
20190417:0600,16.77,35.25,140.0,403.42,65.0,295.0,1.31,52.0,95586.0
20190417:0700,16.1,41.95,294.0,285.1,181.0,299.2,1.86,76.0,95643.0
20190417:0800,20.5,30.1,475.0,347.85,271.0,304.8,2.41,98.0,95690.0
20190417:0900,23.23,23.55,692.0,542.22,289.0,313.0,2.9,119.0,95709.0
20190417:1000,25.8,18.3,891.0,776.82,226.0,325.6,2.97,137.0,95699.0
20190417:1100,28.18,14.4,960.0,779.56,245.0,337.0,2.9,158.0,95643.0
20190417:1200,30.22,11.75,1052.0,1048.26,85.0,349.6,3.03,176.0,95539.0
20190417:1300,31.62,10.15,967.0,962.63,128.0,353.0,3.24,187.0,95502.0
20190417:1400,32.47,9.2,817.0,855.55,160.0,357.4,3.52,187.0,95398.0
20190417:1500,32.79,8.7,637.0,805.03,139.0,350.2,3.86,185.0,95332.0
20190417:1600,32.75,8.4,403.0,617.79,135.0,346.2,4.21,183.0,95266.0
20190417:1700,32.32,8.45,178.0,433.44,80.0,338.2,4.55,181.0,95248.0
20190417:1800,31.19,9.1,0.0,0.0,0.0,334.6,4.21,174.0,95266.0
20190417:1900,29.05,10.9,0.0,0.0,0.0,330.8,4.21,153.0,95285.0
20190417:2000,27.53,12.1,0.0,0.0,0.0,327.6,4.28,156.0,95361.0
20190417:2100,26.15,13.25,0.0,0.0,0.0,324.2,4.21,161.0,95398.0
20190417:2200,24.86,14.35,0.0,0.0,0.0,320.6,4.14,167.0,95379.0
20190417:2300,23.73,15.3,0.0,0.0,0.0,316.8,4.07,170.0,95436.0
20190418:0000,22.61,16.25,0.0,0.0,0.0,314.0,3.79,172.0,95370.0
20190418:0100,21.53,17.2,0.0,0.0,0.0,310.65,3.45,173.0,95361.0
20190418:0200,20.32,18.5,0.0,0.0,0.0,307.4,3.1,171.0,95285.0
20190418:0300,19.15,19.85,0.0,0.0,0.0,306.0,2.97,160.0,95257.0
20190418:0400,18.16,20.9,0.0,0.0,0.0,303.2,3.1,143.0,95238.0
20190418:0500,17.29,21.85,0.0,0.0,0.0,301.4,3.38,131.0,95266.0
20190418:0600,16.92,22.3,125.0,247.49,78.0,304.2,3.38,121.0,95266.0
20190418:0700,19.04,22.25,379.0,664.91,113.0,309.4,3.38,114.0,95332.0
20190418:0800,22.58,17.85,600.0,768.03,147.0,307.4,4.34,120.0,95332.0
20190418:0900,25.27,14.55,795.0,854.91,157.0,313.6,5.38,128.0,95266.0
20190418:1000,27.88,11.4,916.0,831.43,202.0,321.2,6.14,135.0,95295.0
20190418:1100,30.13,8.85,919.0,654.63,317.0,327.4,6.97,141.0,95191.0
20190418:1200,31.81,7.15,997.0,851.12,210.0,333.4,8.14,148.0,95078.0
20190418:1300,32.73,6.3,994.0,1037.1,88.0,338.0,8.97,154.0,94975.0
20190418:1400,33.1,5.85,793.0,754.68,212.0,341.6,8.76,156.0,94881.0
20190418:1500,33.17,5.6,581.0,570.45,227.0,344.8,8.34,156.0,94777.0
20190418:1600,32.97,5.45,401.0,591.95,143.0,341.8,7.93,156.0,94721.0
20190418:1700,32.47,5.45,105.0,52.56,93.0,341.6,7.17,154.0,94692.0
20190418:1800,31.17,5.9,0.0,0.0,0.0,341.0,5.52,144.0,94683.0
20190418:1900,29.43,6.95,0.0,0.0,0.0,341.4,5.66,125.0,94702.0
20190418:2000,28.28,7.6,0.0,0.0,0.0,345.4,6.14,118.0,94721.0
20190418:2100,27.35,8.2,0.0,0.0,0.0,344.0,6.28,119.0,94777.0
20190418:2200,26.24,8.95,0.0,0.0,0.0,332.0,5.79,123.0,94796.0
20190418:2300,24.87,9.9,0.0,0.0,0.0,315.8,5.03,126.0,94834.0
20190419:0000,23.39,11.05,0.0,0.0,0.0,307.6,4.14,126.0,94739.0
20190419:0100,22.01,12.2,0.0,0.0,0.0,306.0,3.66,119.0,94702.0
20190419:0200,20.65,13.5,0.0,0.0,0.0,303.2,3.59,97.0,94664.0
20190419:0300,19.42,14.9,0.0,0.0,0.0,301.0,4.14,77.0,94617.0
20190419:0400,18.38,16.45,0.0,0.0,0.0,300.4,4.76,66.0,94598.0
20190419:0500,17.5,19.05,0.0,0.0,0.0,297.4,5.31,61.0,94617.0
20190419:0600,17.19,22.1,129.0,247.63,81.0,292.6,5.52,61.0,94664.0
20190419:0700,19.27,20.65,314.0,331.94,180.0,294.0,5.72,67.0,94730.0
20190419:0800,21.83,18.2,548.0,549.63,222.0,298.0,6.76,73.0,94721.0
20190419:0900,24.48,14.25,782.0,794.13,187.0,305.0,6.83,82.0,94702.0
20190419:1000,27.23,10.2,945.0,915.94,156.0,313.6,6.55,92.0,94721.0
20190419:1100,29.82,7.25,1022.0,936.04,159.0,322.0,6.55,102.0,94645.0
20190419:1200,32.15,5.45,1050.0,1008.85,115.0,328.0,7.03,120.0,94561.0
20190419:1300,34.25,4.75,968.0,937.68,147.0,331.8,7.66,146.0,94476.0
20190419:1400,35.72,4.45,823.0,848.7,168.0,335.8,8.69,173.0,94344.0
20190419:1500,36.15,4.65,636.0,771.1,156.0,340.0,10.21,182.0,94231.0
20190419:1600,35.98,5.2,374.0,454.47,175.0,342.8,10.62,183.0,94175.0
20190419:1700,35.42,5.9,155.0,242.92,99.0,343.2,10.0,187.0,94156.0
20190419:1800,33.77,7.0,0.0,0.0,0.0,350.6,7.45,201.0,94175.0
20190419:1900,31.29,8.45,0.0,0.0,0.0,340.2,5.03,216.0,94260.0
20190419:2000,29.24,10.35,0.0,0.0,0.0,336.2,4.21,233.0,94316.0
20190419:2100,27.45,12.05,0.0,0.0,0.0,331.6,3.38,235.0,94372.0
20190419:2200,25.8,13.65,0.0,0.0,0.0,328.2,3.38,229.0,94429.0
20190419:2300,24.17,15.35,0.0,0.0,0.0,322.2,3.59,230.0,94514.0
20190420:0000,22.47,17.8,0.0,0.0,0.0,320.8,3.24,244.0,94485.0
20190420:0100,20.77,21.2,0.0,0.0,0.0,316.45,3.03,276.0,94485.0
20190420:0200,19.05,25.75,0.0,0.0,0.0,311.2,2.9,302.0,94448.0
20190420:0300,17.5,31.45,0.0,0.0,0.0,305.6,2.69,320.0,94448.0
20190420:0400,16.17,37.8,0.0,0.0,0.0,301.0,2.62,331.0,94448.0
20190420:0500,15.08,44.3,0.0,0.0,0.0,297.0,2.9,336.0,94485.0
20190420:0600,14.84,48.9,124.0,202.32,84.0,293.8,3.59,337.0,94514.0
20190420:0700,17.52,49.05,315.0,331.49,180.0,299.2,4.97,351.0,94589.0
20190420:0800,20.21,41.35,540.0,528.2,225.0,305.0,5.1,358.0,94608.0
20190420:0900,23.0,32.35,754.0,708.64,221.0,313.8,3.86,8.0,94570.0
20190420:1000,25.43,25.6,921.0,851.86,185.0,324.2,2.21,26.0,94608.0
20190420:1100,27.33,21.2,1023.0,956.43,139.0,334.8,0.97,102.0,94561.0
20190420:1200,29.25,17.05,1050.0,1029.2,94.0,342.6,2.55,175.0,94504.0
20190420:1300,30.69,14.1,973.0,974.35,118.0,345.2,4.21,188.0,94467.0
20190420:1400,31.47,12.45,801.0,788.47,191.0,346.4,5.03,193.0,94382.0
20190420:1500,31.83,11.35,588.0,597.39,215.0,345.0,5.72,196.0,94316.0
20190420:1600,31.7,10.95,359.0,395.56,185.0,342.6,6.28,196.0,94260.0
20190420:1700,31.15,11.1,162.0,283.59,96.0,337.8,6.55,196.0,94250.0
20190420:1800,30.12,11.75,0.0,0.0,0.0,333.0,5.31,195.0,94250.0
20190420:1900,28.75,12.25,0.0,0.0,0.0,329.4,2.97,193.0,94241.0
20190420:2000,27.71,14.1,0.0,0.0,0.0,326.0,0.55,221.0,94241.0
20190420:2100,25.98,16.0,0.0,0.0,0.0,323.6,1.31,16.0,94222.0
20190420:2200,24.59,17.1,0.0,0.0,0.0,321.8,1.59,31.0,94213.0
20190420:2300,24.15,17.15,0.0,0.0,0.0,318.2,1.45,53.0,94260.0
20190421:0000,23.72,17.3,0.0,0.0,0.0,315.0,1.38,85.0,94147.0
20190421:0100,22.07,19.2,0.0,0.0,0.0,313.25,1.66,123.0,94062.0
20190421:0200,20.54,21.2,0.0,0.0,0.0,309.4,1.79,172.0,94015.0
20190421:0300,20.09,21.45,0.0,0.0,0.0,305.0,1.45,220.0,93940.0
20190421:0400,19.43,22.25,0.0,0.0,0.0,299.0,1.38,265.0,93921.0
20190421:0500,19.08,23.65,0.0,0.0,0.0,295.6,1.1,274.0,93949.0
20190421:0600,18.34,26.2,136.0,263.01,83.0,291.6,0.9,249.0,93958.0
20190421:0700,16.49,46.9,349.0,452.83,163.0,294.2,2.55,48.0,93996.0
20190421:0800,20.69,33.25,579.0,638.84,196.0,299.6,2.76,93.0,93958.0
20190421:0900,24.19,20.0,790.0,797.38,188.0,307.6,4.0,144.0,93893.0
20190421:1000,27.3,12.75,952.0,918.63,156.0,315.6,6.34,173.0,93902.0
20190421:1100,29.55,10.7,1029.0,939.01,159.0,321.8,9.03,188.0,93808.0
20190421:1200,30.13,10.2,1056.0,1011.91,114.0,326.0,11.38,199.0,93761.0
20190421:1300,30.06,9.6,989.0,992.72,116.0,326.8,12.0,204.0,93714.0
20190421:1400,29.73,9.35,828.0,852.36,167.0,324.2,12.34,207.0,93676.0
20190421:1500,29.3,9.7,631.0,731.32,173.0,321.2,12.41,208.0,93601.0
20190421:1600,28.61,11.3,388.0,497.87,168.0,318.8,12.28,211.0,93601.0
20190421:1700,27.39,13.9,176.0,357.56,92.0,318.0,12.07,219.0,93620.0
20190421:1800,25.76,17.5,0.0,0.0,0.0,316.8,10.62,227.0,93648.0
20190421:1900,24.02,22.55,0.0,0.0,0.0,317.6,10.55,235.0,93761.0
20190421:2000,22.13,29.2,0.0,0.0,0.0,315.2,10.69,249.0,93864.0
20190421:2100,20.61,35.5,0.0,0.0,0.0,312.4,10.07,254.0,93977.0
20190421:2200,19.14,42.8,0.0,0.0,0.0,309.6,9.24,260.0,93977.0
20190421:2300,17.63,51.3,0.0,0.0,0.0,306.4,8.69,270.0,94062.0
20190422:0000,16.28,58.3,0.0,0.0,0.0,302.8,8.14,278.0,94081.0
20190422:0100,15.29,61.55,0.0,0.0,0.0,303.6,8.14,282.0,94118.0
20190422:0200,14.46,61.95,0.0,0.0,0.0,299.0,8.14,284.0,94128.0
20190422:0300,13.76,61.7,0.0,0.0,0.0,296.4,8.07,280.0,94165.0
20190422:0400,13.04,62.2,0.0,0.0,0.0,287.8,8.14,277.0,94203.0
20190422:0500,12.46,63.6,0.0,0.0,0.0,284.8,8.28,277.0,94250.0
20190422:0600,12.47,63.75,162.0,467.71,66.0,282.8,8.14,279.0,94307.0
20190422:0700,14.07,59.15,375.0,596.36,128.0,286.6,7.93,275.0,94401.0
20190422:0800,15.82,53.3,586.0,690.32,170.0,294.4,8.07,278.0,94420.0
20190422:0900,17.69,47.0,785.0,815.59,167.0,300.4,7.52,282.0,94448.0
20190422:1000,19.48,40.1,926.0,872.31,168.0,314.4,6.9,283.0,94485.0
20190422:1100,20.97,34.95,995.0,875.42,182.0,325.8,6.48,274.0,94467.0
20190422:1200,22.22,31.1,1011.0,910.07,162.0,331.4,6.69,262.0,94457.0
20190422:1300,23.38,27.35,951.0,908.93,150.0,323.8,7.59,253.0,94410.0
20190422:1400,24.05,24.4,804.0,806.64,177.0,336.6,8.9,252.0,94382.0
20190422:1500,23.96,23.3,629.0,757.82,153.0,333.6,10.07,255.0,94344.0
20190422:1600,23.59,23.4,419.0,675.88,119.0,340.0,10.21,256.0,94344.0
20190422:1700,22.98,23.9,191.0,485.0,76.0,327.8,9.86,258.0,94363.0
20190422:1800,22.37,24.15,0.0,0.0,0.0,323.4,8.62,259.0,94354.0
20190422:1900,21.33,26.1,0.0,0.0,0.0,312.0,6.21,258.0,94420.0
